,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
2798,Unload2,1001384,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,6.99,7.99,ДС,5.41,8.09,песчаник,не карбонатный,частично разрушен,не опред.,0
2800,Unload2,1001386,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,7.99,8.09,ДС,5.41,8.09,песчаник,не карбонатный,частично разрушен,не опред.,0
2802,Unload2,1001388,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,8.09,8.99,ДС,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2804,Unload2,1001390,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,8.99,9.99,ДС,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2806,Unload2,1001392,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,9.99,10.99,ДС,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2808,Unload2,1001394,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,10.99,12.0,ДС,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2810,Unload2,1001396,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.0,0.37,ДС,0.0,0.37,аргиллит,не карбонатный,разрушен,не опред.,0
2812,Unload2,1001398,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.37,0.96,ДС,0.37,0.96,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2814,Unload2,1001400,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.96,0.98,ДС,0.96,1.34,аргиллит,не карбонатный,разрушен,не опред.,0
2816,Unload2,1001402,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.98,1.34,ДС,0.96,1.34,аргиллит,не карбонатный,разрушен,не опред.,0
2818,Unload2,1001404,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,1.34,1.98,ДС,1.34,2.24,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2820,Unload2,1001406,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,1.98,2.24,ДС,1.34,2.24,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2822,Unload2,1001408,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,2.24,2.98,ДС,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2824,Unload2,1001410,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,2.98,3.98,ДС,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2826,Unload2,1001412,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,3.98,4.97,ДС,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2828,Unload2,1001414,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,4.97,5.96,ДС,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2830,Unload2,1001416,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,5.96,6.95,ДС,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2832,Unload2,1001418,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,6.95,7.39,ДС,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2834,Unload2,1001420,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,0.0,1.0,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2836,Unload2,1001422,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,1.0,1.99,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2838,Unload2,1001424,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,1.99,2.98,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2840,Unload2,1001426,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,2.98,3.98,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2842,Unload2,1001428,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,3.98,4.97,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2844,Unload2,1001430,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,4.97,5.97,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2846,Unload2,1001432,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,5.97,6.96,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2848,Unload2,1001434,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,6.96,7.96,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2850,Unload2,1001436,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,7.96,8.95,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2852,Unload2,1001438,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,8.95,9.95,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2854,Unload2,1001440,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,9.95,10.4,ДС,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2856,Unload2,1001442,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,0.0,0.95,ДС,0.0,0.95,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2858,Unload2,1001444,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,0.95,1.31,ДС,0.95,1.31,аргиллит,не карбонатный,разрушен,не опред.,0
2860,Unload2,1001446,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,1.31,1.86,ДС,1.31,2.4,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2862,Unload2,1001448,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,1.86,2.4,ДС,1.31,2.4,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2864,Unload2,1001450,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,2.4,2.67,ДС,2.4,2.67,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2866,Unload2,1001452,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,2.67,2.83,ДС,2.67,3.2,алевролит,не карбонатный,частично разрушен,не опред.,0
2868,Unload2,1001454,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,2.83,3.2,ДС,2.67,3.2,алевролит,не карбонатный,частично разрушен,не опред.,0
2870,Unload2,1001456,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,3.2,3.81,ДС,3.2,4.73,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2872,Unload2,1001458,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,3.81,4.73,ДС,3.2,4.73,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2874,Unload2,1001460,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,4.73,4.81,ДС,4.73,5.32,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2876,Unload2,1001462,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,4.81,5.32,ДС,4.73,5.32,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2878,Unload2,1001464,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,5.32,5.8,ДС,5.32,6.04,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2880,Unload2,1001466,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,5.8,6.04,ДС,5.32,6.04,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2882,Unload2,1001468,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,6.04,6.48,ДС,6.04,6.48,песчаник,не карбонатный,частично разрушен,не опред.,0
2884,Unload2,1001470,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,6.48,6.78,ДС,6.48,6.87,аргиллит,не карбонатный,разрушен,не опред.,0
2886,Unload2,1001472,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,6.78,6.87,ДС,6.48,6.87,аргиллит,не карбонатный,разрушен,не опред.,0
2888,Unload2,1001474,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,6.87,7.28,ДС,6.87,7.28,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2890,Unload2,1001476,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,7.28,7.71,ДС,7.28,7.71,алевролит,не карбонатный,частично разрушен,не опред.,0
2892,Unload2,1001478,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,7.71,7.78,ДС,7.71,7.91,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2894,Unload2,1001480,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,7.78,7.91,ДС,7.71,7.91,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2896,Unload2,1001482,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,7.91,8.17,ДС,7.91,8.17,аргиллит,не карбонатный,разрушен,не опред.,0
2898,Unload2,1001484,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,8.17,8.41,ДС,8.17,8.41,песчаник,не карбонатный,частично разрушен,не опред.,0
2900,Unload2,1001486,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,8.41,8.78,ДС,8.41,9.27,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2902,Unload2,1001488,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,8.78,9.27,ДС,8.41,9.27,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2904,Unload2,1001490,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,9.27,9.73,ДС,9.27,9.73,аргиллит,не карбонатный,разрушен,не опред.,0
2906,Unload2,1001492,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,9.73,9.77,ДС,9.73,9.96,алевролит,не карбонатный,частично разрушен,не опред.,0
2908,Unload2,1001494,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,9.77,9.96,ДС,9.73,9.96,алевролит,не карбонатный,частично разрушен,не опред.,0
2910,Unload2,1001496,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,9.96,10.78,ДС,9.96,10.87,алевролит,не карбонатный,частично разрушен,не опред.,0
2912,Unload2,1001498,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,10.78,10.87,ДС,9.96,10.87,алевролит,не карбонатный,частично разрушен,не опред.,0
2914,Unload2,1001500,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,10.87,11.43,ДС,10.87,11.43,песчаник,сильнокарбонатный,не разрушен,не опред.,0
2916,Unload2,1001502,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,11.43,11.77,ДС,11.43,11.77,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2918,Unload2,1001504,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,11.77,12.0,ДС,11.77,12.0,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2920,Unload2,1001506,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,0.0,0.36,ДС,0.0,0.36,песчаник,не карбонатный,не разрушен,не опред.,0
2922,Unload2,1001508,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,0.36,0.88,ДС,0.36,2.16,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2924,Unload2,1001510,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,0.88,1.83,ДС,0.36,2.16,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2926,Unload2,1001512,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,1.83,2.16,ДС,0.36,2.16,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2928,Unload2,1001514,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,2.16,2.8,ДС,2.16,2.95,аргиллит,не карбонатный,частично разрушен,не опред.,0
2930,Unload2,1001516,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,2.8,2.95,ДС,2.16,2.95,аргиллит,не карбонатный,частично разрушен,не опред.,0
2932,Unload2,1001518,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,2.95,3.74,ДС,2.95,3.84,песчаник,не карбонатный,не разрушен,не опред.,0
2934,Unload2,1001520,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,3.74,3.84,ДС,2.95,3.84,песчаник,не карбонатный,не разрушен,не опред.,0
2936,Unload2,1001522,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,3.84,4.33,ДС,3.84,4.33,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2938,Unload2,1001524,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,4.33,4.69,ДС,4.33,4.79,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2940,Unload2,1001526,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,4.69,4.79,ДС,4.33,4.79,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2942,Unload2,1001528,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,4.79,5.62,ДС,4.79,5.75,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2944,Unload2,1001530,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,5.62,5.75,ДС,4.79,5.75,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2946,Unload2,1001532,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,5.75,6.43,ДС,5.75,6.43,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2948,Unload2,1001534,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,6.43,6.57,ДС,6.43,7.3,аргиллит,не карбонатный,частично разрушен,не опред.,0
2950,Unload2,1001536,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,6.57,7.3,ДС,6.43,7.3,аргиллит,не карбонатный,частично разрушен,не опред.,0
2952,Unload2,1001538,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,7.3,7.54,ДС,7.3,7.96,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
2954,Unload2,1001540,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,7.54,7.96,ДС,7.3,7.96,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
2956,Unload2,1001542,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,7.96,8.51,ДС,7.96,8.98,аргиллит,не карбонатный,частично разрушен,не опред.,0
2958,Unload2,1001544,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,8.51,8.98,ДС,7.96,8.98,аргиллит,не карбонатный,частично разрушен,не опред.,0
2960,Unload2,1001546,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,8.98,9.46,ДС,8.98,10.55,алевролит,не карбонатный,частично разрушен,не опред.,0
2962,Unload2,1001548,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,9.46,10.42,ДС,8.98,10.55,алевролит,не карбонатный,частично разрушен,не опред.,0
2964,Unload2,1001550,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,10.42,10.55,ДС,8.98,10.55,алевролит,не карбонатный,частично разрушен,не опред.,0
2966,Unload2,1001552,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,10.55,11.42,ДС,10.55,11.42,песчаник,не карбонатный,частично разрушен,не опред.,0
2968,Unload2,1001554,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,0.0,1.0,ДС,0.0,1.98,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2970,Unload2,1001556,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,1.0,1.98,ДС,0.0,1.98,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2972,Unload2,1001558,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,1.98,2.96,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2974,Unload2,1001560,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,2.96,3.94,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2976,Unload2,1001562,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,3.94,4.94,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2978,Unload2,1001564,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,4.94,5.9,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2980,Unload2,1001566,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,5.9,6.89,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2982,Unload2,1001568,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,6.89,7.89,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2984,Unload2,1001570,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,7.89,8.79,ДС,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0
2986,Unload2,1001572,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,0.0,0.99,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2988,Unload2,1001574,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,0.99,2.0,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2990,Unload2,1001576,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,2.0,3.01,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2992,Unload2,1001578,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,3.01,4.0,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2994,Unload2,1001580,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,4.0,5.0,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2996,Unload2,1001582,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,5.0,5.99,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2998,Unload2,1001584,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,5.99,6.99,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
3000,Unload2,1001586,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,6.99,7.31,ДС,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
3002,Unload2,1001588,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,7.31,8.0,ДС,7.31,8.33,алевролит,не карбонатный,не разрушен,не опред.,0
3004,Unload2,1001590,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,8.0,8.33,ДС,7.31,8.33,алевролит,не карбонатный,не разрушен,не опред.,0
3006,Unload2,1001592,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,8.33,9.0,ДС,8.33,9.0,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
3008,Unload2,1001594,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,0.0,0.99,ДС,0.0,2.52,алевролит,не карбонатный,частично разрушен,не опред.,0
3010,Unload2,1001596,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,0.99,1.99,ДС,0.0,2.52,алевролит,не карбонатный,частично разрушен,не опред.,0
3012,Unload2,1001598,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,1.99,2.52,ДС,0.0,2.52,алевролит,не карбонатный,частично разрушен,не опред.,0
3014,Unload2,1001600,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,2.52,2.99,ДС,2.52,4.1,алевролит,не карбонатный,частично разрушен,не опред.,0
3016,Unload2,1001602,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,2.99,3.99,ДС,2.52,4.1,алевролит,не карбонатный,частично разрушен,не опред.,0
3018,Unload2,1001604,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,3.99,4.1,ДС,2.52,4.1,алевролит,не карбонатный,частично разрушен,не опред.,0
3020,Unload2,1001606,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,4.1,4.57,ДС,4.1,4.57,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
3022,Unload2,1001608,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,4.57,4.97,ДС,4.57,6.95,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
3024,Unload2,1001610,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,4.97,5.97,ДС,4.57,6.95,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
3026,Unload2,1001612,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,5.97,6.95,ДС,4.57,6.95,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
3028,Unload2,1001614,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,6.95,7.94,ДС,6.95,8.78,песчаник,сильнокарбонатный,не разрушен,не опред.,0
3030,Unload2,1001616,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,7.94,8.78,ДС,6.95,8.78,песчаник,сильнокарбонатный,не разрушен,не опред.,0
3032,Unload2,1001618,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,8.78,8.94,ДС,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
3034,Unload2,1001620,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,8.94,9.93,ДС,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
3036,Unload2,1001622,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,9.93,10.93,ДС,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
3038,Unload2,1001624,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,10.93,11.94,ДС,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
3040,Unload2,1001626,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,11.94,12.94,ДС,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
3042,Unload2,1001628,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,12.94,13.39,ДС,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
3044,Unload2,1001630,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,13.39,13.95,ДС,13.39,13.98,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
3046,Unload2,1001632,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,13.95,13.98,ДС,13.39,13.98,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
3048,Unload2,1001634,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,13.98,14.3,ДС,13.98,14.3,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
3050,Unload2,1001636,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,14.3,14.49,ДС,14.3,14.49,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0
3052,Unload2,1001638,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,14.49,14.97,ДС,14.49,15.14,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
3054,Unload2,1001640,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,14.97,15.14,ДС,14.49,15.14,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
3056,Unload2,1001642,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,15.14,15.44,ДС,15.14,15.44,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
3058,Unload2,1001644,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,15.44,15.98,ДС,15.44,16.57,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
3060,Unload2,1001646,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,15.98,16.57,ДС,15.44,16.57,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
3062,Unload2,1001648,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,16.57,17.0,ДС,16.57,17.0,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
3064,Unload2,1001650,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,0.0,0.96,ДС,0.0,0.98,алевролит,не карбонатный,частично разрушен,не опред.,0
3066,Unload2,1001652,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,0.96,0.98,ДС,0.0,0.98,алевролит,не карбонатный,частично разрушен,не опред.,0
3068,Unload2,1001654,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,0.98,1.96,ДС,0.98,2.01,песчаник,среднекарбонатный,частично разрушен,не опред.,0
3070,Unload2,1001656,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,1.96,2.01,ДС,0.98,2.01,песчаник,среднекарбонатный,частично разрушен,не опред.,0
3072,Unload2,1001658,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,2.01,2.46,ДС,2.01,2.46,песчаник,среднекарбонатный,не разрушен,нефтенасыщенные,1
3074,Unload2,1001660,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,2.46,2.82,ДС,2.46,2.82,песчаник,среднекарбонатный,не разрушен,не опред.,0
3076,Unload2,1001662,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,2.82,2.94,ДС,2.82,3.13,песчаник,среднекарбонатный,не разрушен,слабо нефтенасыщенные,5
3078,Unload2,1001664,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,2.94,3.13,ДС,2.82,3.13,песчаник,среднекарбонатный,не разрушен,слабо нефтенасыщенные,5
3080,Unload2,1001666,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,3.13,3.94,ДС,3.13,8.49,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0
3082,Unload2,1001668,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,3.94,4.93,ДС,3.13,8.49,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0
3084,Unload2,1001670,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,4.93,5.93,ДС,3.13,8.49,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0
