index,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class,weight
3176,Unload2,1004945,Field2,Well10,2960.0,2977.0,2941.7,2958.7,16.96,5.65,5.91,УФ,5.65,5.91,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
396,Unload1,1000927,Field7,Well13,2730.0,2739.0,0.0,0.0,8.82,1.0,2.0,УФ,0.0,2.83,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2687,Unload2,1003963,Field2,Well2,2881.0,2893.0,2883.0,2895.0,11.98,6.9,6.96,УФ,6.9,7.24,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2358,Unload2,1003305,Field1,Well1,3062.0,3074.0,3065.8,3077.8,11.95,7.95,8.19,УФ,7.23,8.19,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
2242,Unload2,1003073,Field1,Well1,2870.0,2882.0,2873.2,2885.2,11.95,7.94,8.55,УФ,7.47,8.55,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
969,Unload2,1000525,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,0.98,1.02,УФ,0.0,1.02,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
2763,Unload2,1004115,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,5.63,5.98,УФ,5.63,6.97,песчаник,с примесью,частично разрушен,не опред.,0,1.3698360655737705
3125,Unload2,1004841,Field2,Well10,2568.0,2585.3,2568.6,2585.9,17.25,6.0,6.99,УФ,5.75,7.665,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
1378,Unload2,1001343,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,13.12,13.98,УФ,13.12,15.42,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
1995,Unload2,1002579,Field1,Well1,2383.0,2401.0,2383.4,2401.4,17.85,15.89,16.87,УФ,0.0,17.85,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
968,Unload2,1000523,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,0.0,0.98,УФ,0.0,1.02,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
586,Unload1,1001429,Field3,Well9,791.0,798.0,791.7,798.7,6.95,5.96,6.06,УФ,5.62,6.06,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1912,Unload2,1002413,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,10.07,10.75,УФ,10.07,10.75,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2861,Unload2,1004313,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,0.99,1.98,УФ,0.61,2.27,песчаник,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
1695,Unload2,1001977,Field1,Well3,2638.0,2655.5,2641.0,2658.5,17.47,13.91,14.91,УФ,10.43,17.47,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2708,Unload2,1004005,Field2,Well2,2893.0,2905.0,2895.0,2907.0,11.54,10.91,11.54,УФ,8.92,11.54,карбонатно-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
1848,Unload2,1002283,Field1,Well3,2838.0,2850.0,2842.7,2854.7,11.99,9.99,10.99,УФ,9.73,11.3,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1476,Unload2,1001539,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,7.3,7.54,УФ,7.3,7.96,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2491,Unload2,1003571,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,2.0,2.2,УФ,1.78,2.2,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1047,Unload2,1000681,Field3,Well8,917.6,924.2,915.9,922.5,6.36,1.15,1.58,УФ,0.71,1.58,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1989,Unload2,1002567,Field1,Well1,2383.0,2401.0,2383.4,2401.4,17.85,9.92,10.91,УФ,0.0,17.85,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
3116,Unload2,1004823,Field2,Well10,2568.0,2585.3,2568.6,2585.9,17.25,1.0,2.0,УФ,0.0,3.1,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
131,Unload1,1000377,Field5,Well6,3038.25,3047.45,3040.25,3049.45,8.81,1.93,2.92,УФ,0.0,8.81,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
2247,Unload2,1003083,Field1,Well1,2870.0,2882.0,2873.2,2885.2,11.95,9.95,10.01,УФ,9.69,10.01,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1393,Unload2,1001373,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,3.99,4.19,УФ,3.94,4.19,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
366,Unload1,1000847,Field7,Well13,2630.0,2637.0,0.0,0.0,7.0,4.0,5.0,УФ,0.0,7.0,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
857,Unload2,1000301,Field4,Well4,2875.0,2884.0,2875.9,2884.9,8.99,2.33,2.7,УФ,2.33,2.7,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1689,Unload2,1001965,Field1,Well3,2638.0,2655.5,2641.0,2658.5,17.47,9.01,9.95,УФ,8.21,9.95,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1018,Unload2,1000623,Field3,Well8,897.6,906.6,895.9,904.9,5.8,4.96,5.52,УФ,4.77,5.8,песчаник,не карбонатный,разрушен,продукт,3,20.89
373,Unload1,1000861,Field7,Well13,2637.0,2644.0,0.0,0.0,7.0,4.0,5.0,УФ,0.0,5.9,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
356,Unload1,1000827,Field5,Well6,3179.0,3188.2,3178.5,3187.7,8.97,6.0,6.62,УФ,6.0,6.62,песчаник,сильнокарбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2946,Unload2,1004483,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,0.99,1.97,УФ,0.75,1.97,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2722,Unload2,1004033,Field2,Well2,2912.0,2924.0,2914.0,2926.0,11.51,0.68,1.6,УФ,0.68,6.22,кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
737,Unload2,1000061,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,8.39,8.77,УФ,8.39,8.77,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2215,Unload2,1003019,Field1,Well1,2796.0,2808.0,2799.8,2811.8,11.98,5.49,5.81,УФ,5.49,5.81,известняк,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
10,Unload1,1000021,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.0,1.26,УФ,0.0,1.26,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
2588,Unload2,1003765,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,13.53,13.78,УФ,13.05,13.78,песчаник,не карбонатный,не разрушен,продукт,3,20.89
2183,Unload2,1002955,Field1,Well1,2772.0,2784.0,2775.8,2787.8,11.87,9.87,10.87,УФ,7.8,11.87,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1892,Unload2,1002373,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,0.0,1.0,УФ,0.0,1.0,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
823,Unload2,1000233,Field4,Well4,2822.0,2838.0,2821.4,2837.4,15.87,0.3,0.87,УФ,0.3,0.87,известняк,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2958,Unload2,1004507,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,6.94,7.22,УФ,5.24,7.22,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
98,Unload1,1000197,Field6,Well11,2176.06,2191.02,2177.56,2192.52,14.96,11.25,11.76,УФ,11.25,11.76,песчаник,сильнокарбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
134,Unload1,1000383,Field5,Well6,3038.25,3047.45,3040.25,3049.45,8.81,4.9,5.89,УФ,0.0,8.81,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
2404,Unload2,1003397,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,2.0,2.31,УФ,0.26,2.31,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
3104,Unload2,1004799,Field2,Well10,2555.0,2568.0,2555.6,2568.6,12.91,6.96,7.96,УФ,5.4,8.89,алевролит,пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1961,Unload2,1002511,Field1,Well1,2365.0,2383.0,2365.4,2383.4,17.9,0.0,1.01,УФ,0.0,17.9,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
2788,Unload2,1004167,Field2,Well2,2982.0,2994.0,2982.7,2994.7,11.96,5.98,6.98,УФ,5.93,6.98,алевролит,с примесью,частично разрушен,не опред.,0,1.3698360655737705
1993,Unload2,1002575,Field1,Well1,2383.0,2401.0,2383.4,2401.4,17.85,13.91,14.9,УФ,0.0,17.85,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
2304,Unload2,1003197,Field1,Well1,2926.0,2938.0,2928.6,2940.6,10.65,5.98,6.11,УФ,5.31,6.11,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1923,Unload2,1002435,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,14.94,15.94,УФ,14.8,17.92,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
1708,Unload2,1002003,Field1,Well3,2698.0,2710.0,2700.6,2712.6,12.0,1.78,2.02,УФ,1.78,3.47,алевролит,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
534,Unload1,1001325,Field3,Well12,3252.0,3263.0,3253.5,3264.5,10.92,7.0,7.17,УФ,7.0,7.17,песчаник глинистый,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1915,Unload2,1002419,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,11.34,11.92,УФ,11.34,11.92,пересл. песчаника и глины аргиллитоподобной,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4,20.89
1320,Unload2,1001227,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,0.0,0.19,УФ,0.0,0.19,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
984,Unload2,1000555,Field3,Well8,879.6,888.6,877.9,886.9,8.9,2.21,2.93,УФ,2.21,4.42,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1157,Unload2,1000901,Field3,Well8,976.2,985.2,974.5,983.5,9.0,5.16,5.84,УФ,5.16,6.12,песчаник,не карбонатный,не разрушен,продукт,3,20.89
431,Unload1,1001005,Field7,Well13,2748.0,2757.0,0.0,0.0,8.74,6.0,6.48,УФ,5.78,6.48,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
955,Unload2,1000497,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,11.88,12.53,УФ,10.98,12.53,песчаник,пятнисто карбонатный,не разрушен,не опред.,0,1.3698360655737705
2361,Unload2,1003311,Field1,Well1,3062.0,3074.0,3065.8,3077.8,11.95,8.95,9.3,УФ,8.42,9.3,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
491,Unload1,1001239,Field3,Well12,3222.0,3231.5,3223.2,3232.7,9.5,0.0,1.01,УФ,0.0,9.5,алевролит,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2099,Unload2,1002787,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,2.51,3.0,УФ,2.51,10.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2336,Unload2,1003261,Field1,Well1,3050.0,3062.0,3052.7,3064.7,11.95,9.95,10.95,УФ,9.47,11.7,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1745,Unload2,1002077,Field1,Well3,2722.0,2734.0,2724.7,2736.7,11.93,4.98,5.21,УФ,2.99,5.21,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2375,Unload2,1003339,Field1,Well1,3074.0,3086.0,3077.8,3089.8,7.99,5.0,5.7,УФ,3.78,5.7,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1517,Unload2,1001621,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,8.94,9.93,УФ,8.78,13.39,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4,20.89
1243,Unload2,1001073,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,6.96,7.95,УФ,5.96,8.73,кремнисто-глинистая порода,не карбонатный,частично разрушен,битуминозный,2,19.70754716981132
1720,Unload2,1002027,Field1,Well3,2698.0,2710.0,2700.6,2712.6,12.0,11.08,12.0,УФ,11.08,12.0,алевролит,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
2970,Unload2,1004531,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,10.42,10.73,УФ,10.42,10.73,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2032,Unload2,1002653,Field1,Well1,2555.0,2573.0,2555.9,2573.9,18.0,10.58,11.02,УФ,10.58,11.51,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2219,Unload2,1003027,Field1,Well1,2796.0,2808.0,2799.8,2811.8,11.98,7.98,8.98,УФ,5.81,11.98,кремнистая порода,не карбонатный,частично разрушен,битуминозный,2,19.70754716981132
850,Unload2,1000287,Field4,Well4,2822.0,2838.0,2821.4,2837.4,15.87,14.92,15.11,УФ,14.46,15.11,известняк,сильнокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
2060,Unload2,1002709,Field1,Well1,2573.0,2591.0,2575.4,2593.4,18.0,11.0,11.68,УФ,10.66,11.68,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
3066,Unload2,1004723,Field2,Well5,2976.0,2992.0,2976.0,2992.0,16.0,11.2,11.81,УФ,11.2,11.81,песчаник глинистый,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1291,Unload2,1001169,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,16.0,17.01,УФ,15.76,17.78,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2849,Unload2,1004289,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,10.87,10.98,УФ,10.87,12.05,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2799,Unload2,1004189,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,0.99,1.98,УФ,0.0,3.47,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1080,Unload2,1000747,Field3,Well8,933.2,942.2,931.5,940.5,8.63,3.13,4.11,УФ,2.28,4.44,песчаник,с карбонатными обломками или конкрециями,частично разрушен,продукт,3,20.89
1949,Unload2,1002487,Field1,Well1,2324.0,2342.0,2324.4,2342.4,17.85,6.97,7.97,УФ,0.0,8.41,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
637,Unload1,1001531,Field3,Well9,821.0,828.0,821.7,828.7,6.21,1.51,2.45,УФ,0.0,6.21,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
1362,Unload2,1001311,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,3.66,3.97,УФ,3.66,3.97,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4,20.89
3083,Unload2,1004757,Field2,Well5,3220.0,3234.0,3218.5,3232.5,6.92,4.96,5.96,УФ,4.83,6.09,песчаник,пятнисто карбонатный,не разрушен,не опред.,0,1.3698360655737705
2203,Unload2,1002995,Field1,Well1,2784.0,2796.0,2787.8,2799.8,11.88,9.88,10.88,УФ,7.04,11.88,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2812,Unload2,1004215,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,8.01,9.01,УФ,7.01,9.15,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1826,Unload2,1002239,Field1,Well3,2838.0,2850.0,2842.7,2854.7,11.99,0.0,0.75,УФ,0.0,0.75,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3153,Unload2,1004899,Field2,Well10,2585.3,2602.3,2585.9,2602.9,17.0,7.31,7.58,УФ,7.31,7.58,алевролит,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
136,Unload1,1000387,Field5,Well6,3038.25,3047.45,3040.25,3049.45,8.81,6.88,7.87,УФ,0.0,8.81,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
79,Unload1,1000159,Field6,Well11,2176.06,2191.02,2177.56,2192.52,14.96,1.23,2.0,УФ,1.23,2.55,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2116,Unload2,1002821,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,15.88,16.87,УФ,15.43,17.79,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
750,Unload2,1000087,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,11.74,11.89,УФ,11.74,11.89,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1358,Unload2,1001303,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,0.0,0.98,УФ,0.0,3.66,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1909,Unload2,1002407,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,8.95,9.45,УФ,7.8,9.45,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2464,Unload2,1003517,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,0.99,1.99,УФ,0.0,2.05,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2662,Unload2,1003913,Field2,Well2,2869.0,2881.0,2871.0,2883.0,12.0,8.01,9.01,УФ,7.0,10.07,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1418,Unload2,1001423,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,1.0,1.99,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1913,Unload2,1002415,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,10.75,10.95,УФ,10.75,11.34,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1363,Unload2,1001313,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,3.97,4.24,УФ,3.97,4.24,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
3072,Unload2,1004735,Field2,Well5,2976.0,2992.0,2976.0,2992.0,16.0,14.0,14.76,УФ,13.25,14.76,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2330,Unload2,1003249,Field1,Well1,3050.0,3062.0,3052.7,3064.7,11.95,6.81,6.98,УФ,6.81,7.59,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
386,Unload1,1000897,Field7,Well13,2653.0,2662.0,0.0,0.0,8.67,1.0,1.09,УФ,0.0,1.09,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1969,Unload2,1002527,Field1,Well1,2365.0,2383.0,2365.4,2383.4,17.9,7.94,8.95,УФ,0.0,17.9,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
342,Unload1,1000799,Field5,Well6,3161.0,3179.0,3160.5,3178.5,17.22,12.92,13.92,УФ,11.39,16.91,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2418,Unload2,1003425,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,9.18,10.01,УФ,9.18,11.35,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2470,Unload2,1003529,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,5.96,6.97,УФ,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1653,Unload2,1001893,Field1,Well3,2621.0,2638.0,2624.0,2641.0,16.85,1.79,1.93,УФ,1.79,2.09,песчаник,не карбонатный,не разрушен,продукт,3,20.89
1155,Unload2,1000897,Field3,Well8,976.2,985.2,974.5,983.5,9.0,4.89,4.9,УФ,4.89,5.16,песчаник,не карбонатный,не разрушен,продукт,3,20.89
3025,Unload2,1004641,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,5.98,6.98,УФ,5.23,11.47,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2004,Unload2,1002597,Field1,Well1,2401.0,2419.0,2401.4,2419.4,17.9,6.93,7.93,УФ,0.0,17.9,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2429,Unload2,1003447,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,1.25,2.24,УФ,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2701,Unload2,1003991,Field2,Well2,2893.0,2905.0,2895.0,2907.0,11.54,5.96,6.56,УФ,5.22,6.56,карбонатно-кремнистая порода,среднекарбонатный,частично разрушен,битуминозный,2,19.70754716981132
1388,Unload2,1001363,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,1.72,1.99,УФ,1.72,2.01,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
329,Unload1,1000773,Field5,Well6,3161.0,3179.0,3160.5,3178.5,17.22,3.99,4.21,УФ,3.99,4.21,песчаник,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1668,Unload2,1001923,Field1,Well3,2621.0,2638.0,2624.0,2641.0,16.85,9.27,9.74,УФ,9.27,9.74,песчаник,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
2620,Unload2,1003829,Field2,Well2,2822.3,2839.3,2826.3,2843.3,17.0,14.86,15.21,УФ,14.86,15.37,песчаник,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
2125,Unload2,1002839,Field1,Well1,2656.0,2674.0,2659.2,2677.2,17.95,3.96,4.96,УФ,2.95,17.95,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1724,Unload2,1002035,Field1,Well3,2710.0,2722.0,2712.6,2724.6,11.92,1.55,2.0,УФ,1.55,2.1,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2003,Unload2,1002595,Field1,Well1,2401.0,2419.0,2401.4,2419.4,17.9,5.93,6.93,УФ,0.0,17.9,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
269,Unload1,1000653,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,10.87,10.96,УФ,10.2,10.96,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2957,Unload2,1004505,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,5.94,6.94,УФ,5.24,7.22,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2103,Unload2,1002795,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,5.99,6.97,УФ,2.51,10.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
715,Unload2,1000017,Field4,Well4,2683.0,2692.0,2682.5,2691.5,8.98,5.98,6.98,УФ,3.11,8.98,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
933,Unload2,1000453,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,8.01,8.99,УФ,7.74,8.99,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2089,Unload2,1002767,Field1,Well1,2620.0,2638.0,2623.2,2641.2,18.0,12.99,14.0,УФ,9.01,14.02,"пересл. песчаника, алевролита и глин",пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
144,Unload1,1000403,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,3.83,4.82,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1978,Unload2,1002545,Field1,Well1,2365.0,2383.0,2365.4,2383.4,17.9,16.91,17.9,УФ,0.0,17.9,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
1886,Unload2,1002361,Field1,Well1,2279.0,2297.0,2279.4,2297.4,17.86,14.85,15.07,УФ,14.02,15.07,песчаник,среднекарбонатный,частично разрушен,не опред.,0,1.3698360655737705
1621,Unload2,1001829,Field1,Well3,2577.5,2594.5,2579.2,2596.2,16.95,11.94,12.95,УФ,11.56,13.72,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
328,Unload1,1000771,Field5,Well6,3161.0,3179.0,3160.5,3178.5,17.22,3.13,3.99,УФ,3.13,3.99,алевролит,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
677,Unload1,1001611,Field3,Well9,848.0,853.0,848.7,853.7,4.2,0.0,0.4,УФ,0.0,0.4,песчаник,не карбонатный,разрушен,нефтенасыщенные,1,9.367713004484305
2204,Unload2,1002997,Field1,Well1,2784.0,2796.0,2787.8,2799.8,11.88,10.88,11.88,УФ,7.04,11.88,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2492,Unload2,1003573,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,2.2,2.35,УФ,2.2,2.35,песчаник,не карбонатный,не разрушен,продукт,3,20.89
578,Unload1,1001413,Field3,Well9,791.0,798.0,791.7,798.7,6.95,2.82,2.99,УФ,2.82,3.65,алевро-аргиллит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2255,Unload2,1003099,Field1,Well1,2882.0,2894.0,2885.2,2897.2,11.94,1.71,1.99,УФ,1.71,2.39,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
117,Unload1,1000349,Field5,Well6,3030.0,3038.25,3032.0,3040.25,8.24,4.6,4.99,УФ,4.6,5.28,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
550,Unload1,1001357,Field3,Well12,3495.0,3500.0,3495.0,3500.0,4.8,0.75,1.0,УФ,0.75,2.12,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
232,Unload1,1000579,Field5,Well6,3106.2,3115.4,3105.7,3114.9,9.09,8.44,8.93,УФ,8.44,9.09,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
749,Unload2,1000085,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,11.49,11.74,УФ,11.49,11.74,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
