,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
2477,Unload2,1001063,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,3.98,4.98,УФ,1.56,5.76,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2
2479,Unload2,1001065,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,4.98,5.76,УФ,1.56,5.76,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2
2481,Unload2,1001067,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,5.76,5.95,УФ,5.76,5.96,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2
2483,Unload2,1001069,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,5.95,5.96,УФ,5.76,5.96,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2
2485,Unload2,1001071,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,5.96,6.96,УФ,5.96,8.73,кремнисто-глинистая порода,не карбонатный,частично разрушен,битуминозный,2
2487,Unload2,1001073,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,6.96,7.95,УФ,5.96,8.73,кремнисто-глинистая порода,не карбонатный,частично разрушен,битуминозный,2
2489,Unload2,1001075,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,7.95,8.73,УФ,5.96,8.73,кремнисто-глинистая порода,не карбонатный,частично разрушен,битуминозный,2
2491,Unload2,1001077,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,8.73,8.95,УФ,8.73,10.33,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2
2493,Unload2,1001079,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,8.95,9.94,УФ,8.73,10.33,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2
2495,Unload2,1001081,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,9.94,10.33,УФ,8.73,10.33,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2
2497,Unload2,1001083,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,10.33,10.95,УФ,10.33,12.0,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2499,Unload2,1001085,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,10.95,11.96,УФ,10.33,12.0,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2501,Unload2,1001087,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,11.96,12.0,УФ,10.33,12.0,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2503,Unload2,1001089,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,12.0,12.97,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2505,Unload2,1001091,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,12.97,13.98,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2507,Unload2,1001093,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,13.98,14.98,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2509,Unload2,1001095,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,14.98,15.98,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2511,Unload2,1001097,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,15.98,16.99,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2513,Unload2,1001099,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,16.99,17.81,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2
2515,Unload2,1001101,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,17.81,17.99,УФ,17.81,17.99,аргиллит,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2517,Unload2,1001103,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,0.0,0.18,УФ,0.0,0.18,кремнисто-глинистая порода,не карбонатный,разрушен,битуминозный,2
2519,Unload2,1001105,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,0.18,0.57,УФ,0.18,0.57,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2521,Unload2,1001107,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,0.57,0.96,УФ,0.57,1.09,песчаник глинистый,сильнокарбонатный,не разрушен,не опред.,0
2523,Unload2,1001109,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,0.96,1.09,УФ,0.57,1.09,песчаник глинистый,сильнокарбонатный,не разрушен,не опред.,0
2525,Unload2,1001111,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,1.09,1.96,УФ,1.09,2.86,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2527,Unload2,1001113,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,1.96,2.86,УФ,1.09,2.86,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2529,Unload2,1001115,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,2.86,2.97,УФ,2.86,3.41,известняк,сильнокарбонатный,частично разрушен,не опред.,0
2531,Unload2,1001117,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,2.97,3.41,УФ,2.86,3.41,известняк,сильнокарбонатный,частично разрушен,не опред.,0
2533,Unload2,1001119,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,3.41,3.6,УФ,3.41,3.6,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2535,Unload2,1001121,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,3.6,3.87,УФ,3.6,3.87,алевролит,не карбонатный,не разрушен,не опред.,0
2537,Unload2,1001123,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,3.87,3.97,УФ,3.87,4.19,алевролит,не карбонатный,частично разрушен,не опред.,0
2539,Unload2,1001125,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,3.97,4.19,УФ,3.87,4.19,алевролит,не карбонатный,частично разрушен,не опред.,0
2541,Unload2,1001127,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,4.19,4.59,УФ,4.19,4.59,песчаник,не карбонатный,не разрушен,не опред.,0
2543,Unload2,1001129,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,4.59,4.98,УФ,4.59,6.59,песчаник,не карбонатный,не разрушен,продукт,3
2545,Unload2,1001131,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,4.98,5.99,УФ,4.59,6.59,песчаник,не карбонатный,не разрушен,продукт,3
2547,Unload2,1001133,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,5.99,6.59,УФ,4.59,6.59,песчаник,не карбонатный,не разрушен,продукт,3
2549,Unload2,1001135,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,6.59,6.99,УФ,6.59,10.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2551,Unload2,1001137,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,6.99,7.99,УФ,6.59,10.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2553,Unload2,1001139,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,7.99,8.99,УФ,6.59,10.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2555,Unload2,1001141,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,8.99,9.99,УФ,6.59,10.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2557,Unload2,1001143,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,9.99,10.35,УФ,6.59,10.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2559,Unload2,1001145,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,10.35,11.0,УФ,10.35,11.71,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2561,Unload2,1001147,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,11.0,11.71,УФ,10.35,11.71,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2563,Unload2,1001149,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,11.71,11.97,УФ,11.71,11.97,песчаник,сильнокарбонатный,не разрушен,не опред.,0
2565,Unload2,1001151,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,11.97,12.01,УФ,11.97,13.27,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2567,Unload2,1001153,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,12.01,12.99,УФ,11.97,13.27,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2569,Unload2,1001155,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,12.99,13.27,УФ,11.97,13.27,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2571,Unload2,1001157,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,13.27,13.81,УФ,13.27,13.81,алевролит,сильнокарбонатный,не разрушен,не опред.,0
2573,Unload2,1001159,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,13.81,13.99,УФ,13.81,14.38,песчаник,не карбонатный,не разрушен,не опред.,0
2575,Unload2,1001161,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,13.99,14.38,УФ,13.81,14.38,песчаник,не карбонатный,не разрушен,не опред.,0
2577,Unload2,1001163,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,14.38,14.99,УФ,14.38,15.76,алевролит,не карбонатный,не разрушен,не опред.,0
2579,Unload2,1001165,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,14.99,15.76,УФ,14.38,15.76,алевролит,не карбонатный,не разрушен,не опред.,0
2581,Unload2,1001167,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,15.76,16.0,УФ,15.76,17.78,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2583,Unload2,1001169,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,16.0,17.01,УФ,15.76,17.78,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2585,Unload2,1001171,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,17.01,17.78,УФ,15.76,17.78,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2587,Unload2,1001173,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,0.0,0.98,УФ,0.0,2.98,аргиллит,не карбонатный,частично разрушен,не опред.,0
2589,Unload2,1001175,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,0.98,1.97,УФ,0.0,2.98,аргиллит,не карбонатный,частично разрушен,не опред.,0
2591,Unload2,1001177,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,1.97,2.98,УФ,0.0,2.98,аргиллит,не карбонатный,частично разрушен,не опред.,0
2593,Unload2,1001179,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,2.98,3.96,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2595,Unload2,1001181,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,3.96,4.95,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2597,Unload2,1001183,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,4.95,5.94,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2599,Unload2,1001185,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,5.94,6.91,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2601,Unload2,1001187,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,6.91,7.9,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2603,Unload2,1001189,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,7.9,8.89,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2605,Unload2,1001191,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,0.0,0.98,УФ,0.0,1.95,аргиллит,не карбонатный,частично разрушен,не опред.,0
2607,Unload2,1001193,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,0.98,1.95,УФ,0.0,1.95,аргиллит,не карбонатный,частично разрушен,не опред.,0
2609,Unload2,1001195,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,1.95,2.94,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2611,Unload2,1001197,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,2.94,3.95,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2613,Unload2,1001199,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,3.95,4.92,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2615,Unload2,1001201,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,4.92,5.91,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2617,Unload2,1001203,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,5.91,6.88,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2619,Unload2,1001205,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,6.88,7.82,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2621,Unload2,1001207,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,7.82,8.79,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2623,Unload2,1001209,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,8.79,9.79,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2625,Unload2,1001211,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,9.79,10.76,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2627,Unload2,1001213,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,10.76,11.75,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2629,Unload2,1001215,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,11.75,12.76,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2631,Unload2,1001217,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,12.76,13.74,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2633,Unload2,1001219,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,13.74,14.71,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2635,Unload2,1001221,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,14.71,15.71,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2637,Unload2,1001223,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,15.71,16.7,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2639,Unload2,1001225,Field1,Well7,2289.0,2307.0,2301.8,2319.8,17.7,16.7,17.7,УФ,1.95,17.7,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2641,Unload2,1001227,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,0.0,0.19,УФ,0.0,0.19,алевролит,не карбонатный,частично разрушен,не опред.,0
2643,Unload2,1001229,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,0.19,0.98,УФ,0.19,3.99,алевролит,пятнисто карбонатный,частично разрушен,не опред.,0
2645,Unload2,1001231,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,0.98,1.98,УФ,0.19,3.99,алевролит,пятнисто карбонатный,частично разрушен,не опред.,0
2647,Unload2,1001233,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,1.98,2.98,УФ,0.19,3.99,алевролит,пятнисто карбонатный,частично разрушен,не опред.,0
2649,Unload2,1001235,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,2.98,3.99,УФ,0.19,3.99,алевролит,пятнисто карбонатный,частично разрушен,не опред.,0
2651,Unload2,1001237,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,3.99,4.98,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2653,Unload2,1001239,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,4.98,5.98,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2655,Unload2,1001241,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,5.98,6.97,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2657,Unload2,1001243,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,6.97,7.98,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2659,Unload2,1001245,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,7.98,8.96,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2661,Unload2,1001247,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,8.96,9.98,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2663,Unload2,1001249,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,9.98,10.99,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2665,Unload2,1001251,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,10.99,12.0,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2667,Unload2,1001253,Field1,Well7,2307.0,2320.0,2319.8,2332.8,12.99,12.0,12.99,УФ,3.99,12.99,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2669,Unload2,1001255,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,0.0,1.0,УФ,0.0,1.05,алевролит,не карбонатный,частично разрушен,не опред.,0
2671,Unload2,1001257,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,1.0,1.05,УФ,0.0,1.05,алевролит,не карбонатный,частично разрушен,не опред.,0
2673,Unload2,1001259,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,1.05,2.0,УФ,1.05,2.37,песчаник,среднекарбонатный,частично разрушен,не опред.,0
2675,Unload2,1001261,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,2.0,2.37,УФ,1.05,2.37,песчаник,среднекарбонатный,частично разрушен,не опред.,0
2677,Unload2,1001263,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,2.37,2.99,УФ,2.37,4.6,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2679,Unload2,1001265,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,2.99,3.99,УФ,2.37,4.6,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2681,Unload2,1001267,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,3.99,4.6,УФ,2.37,4.6,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2683,Unload2,1001269,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,4.6,4.99,УФ,4.6,6.32,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2685,Unload2,1001271,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,4.99,6.0,УФ,4.6,6.32,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2687,Unload2,1001273,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,6.0,6.32,УФ,4.6,6.32,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2689,Unload2,1001275,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,6.32,6.6,УФ,6.32,6.6,песчаник,среднекарбонатный,не разрушен,не опред.,0
2691,Unload2,1001277,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,6.6,6.99,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2693,Unload2,1001279,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,6.99,7.99,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2695,Unload2,1001281,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,7.99,8.94,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2697,Unload2,1001283,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,8.94,9.95,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2699,Unload2,1001285,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,9.95,10.95,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2701,Unload2,1001287,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,10.95,11.96,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2703,Unload2,1001289,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,11.96,12.96,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2705,Unload2,1001291,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,12.96,13.9,УФ,6.6,13.9,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2707,Unload2,1001293,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,13.9,13.97,УФ,13.9,17.92,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2709,Unload2,1001295,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,13.97,14.95,УФ,13.9,17.92,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2711,Unload2,1001297,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,14.95,15.95,УФ,13.9,17.92,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2713,Unload2,1001299,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,15.95,16.96,УФ,13.9,17.92,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2715,Unload2,1001301,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,16.96,17.92,УФ,13.9,17.92,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2717,Unload2,1001303,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,0.0,0.98,УФ,0.0,3.66,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2719,Unload2,1001305,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,0.98,1.99,УФ,0.0,3.66,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2721,Unload2,1001307,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,1.99,2.98,УФ,0.0,3.66,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2723,Unload2,1001309,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,2.98,3.66,УФ,0.0,3.66,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2725,Unload2,1001311,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,3.66,3.97,УФ,3.66,3.97,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2727,Unload2,1001313,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,3.97,4.24,УФ,3.97,4.24,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2729,Unload2,1001315,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,4.24,4.58,УФ,4.24,4.58,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2731,Unload2,1001317,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,4.58,4.98,УФ,4.58,5.32,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2733,Unload2,1001319,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,4.98,5.32,УФ,4.58,5.32,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2735,Unload2,1001321,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,5.32,5.99,УФ,5.32,6.41,песчаник,сильнокарбонатный,не разрушен,не опред.,0
2737,Unload2,1001323,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,5.99,6.41,УФ,5.32,6.41,песчаник,сильнокарбонатный,не разрушен,не опред.,0
2739,Unload2,1001325,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,6.41,6.99,УФ,6.41,7.93,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2741,Unload2,1001327,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,6.99,7.93,УФ,6.41,7.93,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2743,Unload2,1001329,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,7.93,7.98,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
2745,Unload2,1001331,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,7.98,8.98,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
2747,Unload2,1001333,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,8.98,9.99,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
2749,Unload2,1001335,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,9.99,10.99,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
2751,Unload2,1001337,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,10.99,11.97,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
2753,Unload2,1001339,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,11.97,12.98,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
